customer_id,customer_name,email,registration_date,customer_type
111,Evelyn Palmer,danielsjordan@example.org,2026-06-08,REGULAR
112,Heather Goodwin,michaelconrad@example.org,2024-12-13,VIP
113,Gregory Lee,david68@example.org,2025-05-02,PREMIUM
114,Ryan Lewis,valentinejeanne@example.net,2025-07-31,REGULAR
115,Alexis Riley,jay53@example.org,2026-04-09,REGULAR
116,Michelle Cooper,jordanelizabeth@example.net,2025-07-12,REGULAR
117,Heather Eaton,spencerjohnson@example.org,2026-01-08,PREMIUM
118,Gabriel Suarez,daniellerichardson@example.org,2026-06-20,REGULAR
119,Jay Foster,cooperdavid@example.net,2024-11-17,VIP
120,Karen Brown,tracie54@example.net,2025-08-28,VIP
121,Maxwell Kirby,deckermegan@example.com,2025-03-26,REGULAR
122,Ronald Davis,kpowers@example.net,2026-06-28,REGULAR
123,Jason Weiss,ryanhooper@example.org,2026-06-26,PREMIUM
124,Michael Ross,wshaw@example.net,2025-11-17,PREMIUM
125,Denise Baker,zbarron@example.net,2025-10-05,REGULAR
126,James Sparks,tbaker@example.com,2025-01-07,PREMIUM
127,Ricardo Pierce,kblackwell@example.org,2025-04-10,PREMIUM
128,Kayla Flores,betty86@example.org,2024-11-30,VIP
129,Michaela Miller,traviswright@example.org,2025-04-16,VIP
130,John Juarez,garciagary@example.net,2026-06-07,PREMIUM
131,Mary Perez,christophermorris@example.com,2024-11-03,PREMIUM
132,Maria Ross,bowmandouglas@example.org,2024-12-23,REGULAR
133,Teresa Rodriguez,brenda48@example.com,2025-05-13,VIP
134,Laura Johnson,steven90@example.com,2024-12-05,PREMIUM
135,Jennifer Tran,michelle64@example.com,2025-12-20,VIP
136,Sean Brooks,lhunt@example.org,2026-06-08,VIP
137,Amanda Barnes,brooke96@example.net,2024-12-21,VIP
138,Steven Guerra,kenneth64@example.com,2024-08-14,REGULAR
139,Makayla Peterson,victoria81@example.net,2025-01-11,REGULAR
140,Nicholas Morrow,katelyn44@example.net,2025-10-18,REGULAR
141,Joseph Watkins,nicholasnelson@example.org,2024-11-24,VIP
142,Carrie Hampton,lamthomas@example.com,2025-03-24,VIP
143,Jim Hernandez,timothy92@example.net,2026-06-19,REGULAR
144,Michael Vasquez,michellehill@example.com,2026-06-09,VIP
145,Casey Kim,obrienjerome@example.net,2025-02-11,PREMIUM
146,Omar Bradley,erinrivera@example.org,2024-12-12,REGULAR
147,David Murphy,grayrobert@example.net,2026-05-21,PREMIUM
148,Lisa Mcclure,sarah80@example.org,2025-02-25,PREMIUM
149,Robert Smith,danielle54@example.org,2026-02-07,VIP
150,Alexis Stone,coleholly@example.net,2025-07-12,PREMIUM
151,Randy Patterson,janet21@example.org,2025-01-12,REGULAR
152,Melissa Spears,bradleytylerexample.net,2025-07-03,VIP
153,Darrell Bell,alicia95@example.org,2026-05-26,REGULAR
154,David Miller,bushchristopher@example.net,2025-12-31,REGULAR
155,Jennifer Dennis,matthew89@example.org,2025-02-14,REGULAR
156,Brandon Orr,elizabethcole@example.com,2025-07-18,REGULAR
157,Dakota Garcia,clarkemargaret@example.org,2025-08-07,PREMIUM
158,Brian Williams,cgarza@example.org,2025-04-19,PREMIUM
159,Wayne Cole,marydavis@example.net,2025-10-05,VIP
160,Joseph Thomas,fhernandez@example.net,2025-06-20,VIP
161,Amanda Collins,isaacchen@example.com,2025-05-06,VIP
162,Bobby Reynolds,bonillacurtis@example.com,2026-01-07,PREMIUM
163,Michael Morris,matthew06@example.net,2026-04-04,REGULAR
164,Jonathan Howard,bonnie88@example.net,2025-02-05,REGULAR
165,Mr. Alan Shaw,alexa72@example.com,2025-04-02,REGULAR
166,John Vasquez,escott@example.com,2025-05-28,REGULAR
167,Tanya Oliver,autumnmoon@example.com,2025-05-25,VIP
168,John Gutierrez,colonkimberly@example.com,2025-12-06,PREMIUM
169,Elizabeth Peters,valerieduncan@example.com,2026-03-05,VIP
170,Caroline Montgomery,perezmichael@example.com,2026-07-09,VIP
171,Tommy Hughes,brian26@example.com,2025-09-06,REGULAR
172,Dennis Garrett,drew64@example.org,2026-04-18,PREMIUM
173,Traci Robinson,martinkaren@example.org,2025-12-19,REGULAR
174,Chase Cunningham,lisaperezexample.org,2025-08-12,REGULAR
175,Corey Carlson,jessica53@example.com,2024-11-24,PREMIUM
176,Tyrone Boyd,courtneygibson@example.org,2024-10-18,PREMIUM
177,Melissa Williams,mcclainlauren@example.com,2026-01-26,PREMIUM
178,Brian Tucker,richard30@example.org,2024-09-10,REGULAR
179,Lucas Martinez,jackie59@example.org,2026-04-16,VIP
180,Courtney Irwin,colejeffrey@example.com,2026-06-14,VIP
181,Ryan Walker,raymatthew@example.net,2025-11-16,PREMIUM
182,Madison Lin,wstewart@example.org,2025-03-03,REGULAR
183,Joshua Gonzalez,kevin54@example.net,2025-08-11,REGULAR
184,Ashley Simmons,robertgray@example.net,2026-06-14,REGULAR
185,Michael Johnston,charlessullivan@example.net,2025-08-20,REGULAR
186,Tamara King,cindy01@example.org,2025-06-04,VIP
187,Francis Lopez,mitchell53@example.org,2026-01-08,VIP
188,Jennifer Sullivan,stephanie79@example.org,2025-11-17,PREMIUM
189,William Blackburn,turnerbrandon@example.net,2025-03-22,VIP
190,Jennifer Thompson,jacobskatherine@example.net,2025-10-24,REGULAR
191,Lindsey Barnes,josephbutler@example.com,2024-08-28,REGULAR
192,Richard Bowman,sarah45@example.net,2025-12-15,REGULAR
193,Brandon Chase,emilypeck@example.org,2026-04-26,PREMIUM
194,Mrs. Kelly Miller,jasondavila@example.org,2026-04-30,PREMIUM
195,Jose Allen,michelle67@example.org,2025-07-07,VIP
196,Thomas Nielsen,cfinley@example.com,2025-06-09,PREMIUM
197,Bryan Ali,michaelrose@example.net,2024-12-02,VIP
198,Robert Patel,stantonjose@example.com,2026-04-13,REGULAR
199,George Salazar,pricelauren@example.org,2026-02-22,REGULAR
200,Marcus Shields,kathleenrojas@example.com,2026-03-11,PREMIUM
201,Kathleen Benson,ataylor@example.com,2024-08-10,REGULAR
202,Larry Phillips,shannonhinton@example.net,2024-09-21,VIP
203,Brandi Hudson,valerie35@example.org,2025-02-03,PREMIUM
204,Lisa Vargas,klittle@example.net,2025-03-25,REGULAR
205,Taylor Miller,leah35@example.net,2025-02-07,PREMIUM
206,Michael Brown,dle@example.org,2026-06-12,VIP
207,Emma Payne,andersonlauren@example.com,2024-09-27,VIP
208,Juan Davis,xmartinez@example.org,2024-08-30,REGULAR
209,Alexis Mcdonald,sharon14@example.com,2024-11-19,PREMIUM
210,Natalie Gilbert,alecclarke@example.net,2026-01-04,PREMIUM
211,Richard Avila,vwilliams@example.net,2026-03-24,VIP
212,Dennis Hoffman,sandra68@example.org,2025-09-12,VIP
213,Nathan Cox,khill@example.com,2026-07-07,PREMIUM
214,Cory Diaz,grussell@example.org,2025-01-11,VIP
215,Amanda Clayton,kirbynancy@example.com,2025-02-25,VIP
216,Nathaniel Ortega,curtisstephanie@example.org,2024-12-15,REGULAR
217,Christopher Johnson,dmiller@example.net,2026-04-21,REGULAR
218,Guy Richmond,daniellestafford@example.com,2025-02-15,VIP
219,Gilbert Velez,jasminerichard@example.net,2025-07-22,VIP
220,Brian Moore,michaelsutton@example.net,2025-02-06,REGULAR
221,Heather Kline,awoodard@example.net,2025-09-30,REGULAR
222,Lisa Green,alicebowen@example.net,2024-10-19,PREMIUM
223,Amanda Shepard,ballfelicia@example.com,2026-06-04,VIP
224,Katherine Briggs,fmiller@example.org,2024-11-26,VIP
225,Laura Reyes MD,tami21@example.org,2025-02-05,VIP
226,Thomas Watson,kpayne@example.com,2025-06-28,PREMIUM
227,Elizabeth Kelly,kimberly63@example.net,2026-06-10,VIP
228,Robert Brown,sheliasimmons@example.net,2025-06-21,REGULAR
229,Colleen Andrews,nataliehansen@example.com,2025-06-02,VIP
230,Rhonda Sanchez,adamsjoshua@example.net,2024-10-09,VIP
231,David Estrada,thomas78@example.org,2024-12-02,REGULAR
232,Angela Buckley,jessicamiller@example.com,2026-06-16,PREMIUM
233,Christine Page,nfletcher@example.net,2026-06-15,REGULAR
234,Lindsay Jones,taylormegan@example.net,2024-09-22,REGULAR
235,Ryan Fields,berickson@example.com,2026-07-02,VIP
236,Charles Elliott,smithshaun@example.org,2024-11-17,PREMIUM
237,Jerry Vargas,kreyes@example.com,2026-03-12,PREMIUM
238,Victoria Garcia,ldavis@example.net,2026-03-01,VIP
239,Laura Herrera,marcusyoung@example.net,2026-05-20,VIP
240,Luke Davis,ukim@example.com,2024-09-12,REGULAR
241,Julian Gibson,richard77@example.org,2025-12-21,VIP
242,Antonio Singleton,pmassey@example.net,2024-12-01,PREMIUM
243,Samantha Villarreal,danielwilson@example.net,2026-01-09,REGULAR
244,Marcus Ortiz,alexanderheather@example.com,2024-10-08,REGULAR
245,Jennifer Estrada,michaelsutton@example.com,2025-07-02,REGULAR
246,Craig Campbell,tsteele@example.net,2025-11-25,REGULAR
247,Ashley Brown,bgarcia@example.com,2026-06-19,VIP
248,Nicole Hernandez,misty65@example.org,2026-05-28,REGULAR
249,Jared Harvey,wigginsamy@example.com,2025-03-28,VIP
250,Michael Flores,samanthaturner@example.com,2025-08-16,VIP
251,Kevin Crawford,josephhill@example.org,2024-09-04,PREMIUM
252,Patricia Drake,conwayandrew@example.com,2025-03-09,REGULAR
253,Samuel Adams,adrian28@example.org,2026-01-21,REGULAR
254,Wayne Perez,adam93@example.org,2025-12-04,REGULAR
255,Nicole Mason,kristen77@example.org,2025-05-27,REGULAR
256,Danny Phillips,michelle89@example.org,2025-06-03,VIP
257,Lori Miles,joycemcdonald@example.org,2025-06-26,REGULAR
258,Katherine Perry,twalton@example.com,2025-09-05,REGULAR
259,Alexandra Robinson,johnsonchris@example.com,2024-09-26,PREMIUM
260,Daniel Matthews,deanna43@example.net,2025-12-16,VIP
261,Nancy Allen,kenneth45@example.com,2025-05-03,PREMIUM
262,Sean Young,maria48@example.com,2024-12-31,VIP
263,Alan Cain,gloriawells@example.net,2025-10-02,PREMIUM
264,David Howard,llawson@example.org,2024-11-18,VIP
265,Vanessa Sullivan,kathleen64@example.org,2025-10-27,REGULAR
266,Amber Henry,tmoyer@example.com,2025-06-26,PREMIUM
267,Jason Hobbs,wdouglas@example.org,2024-08-23,REGULAR
268,Stephanie Martin,jason08@example.net,2026-01-15,PREMIUM
269,James Brock DVM,tracymoyer@example.com,2026-01-02,VIP
270,Brianna Ray,hollowaymaurice@example.org,2026-01-10,REGULAR
271,Michael Sanchez,mary69@example.org,2025-07-22,REGULAR
272,Terry Howard,murphychristopher@example.net,2026-05-15,REGULAR
273,Melody Nguyen,eclayton@example.com,2026-02-14,PREMIUM
274,Robert Moore,taraphillips@example.org,2025-03-17,REGULAR
275,Thomas Cummings,brandonbryant@example.org,2025-08-09,REGULAR
276,Ashley Aguirre,rachelmartin@example.net,2026-02-27,REGULAR
277,Steven Burnett,haleyriley@example.net,2026-03-18,REGULAR
278,Nicholas Bray,erin54@example.com,2024-11-23,PREMIUM
279,Kevin Bell,jessicaburns@example.com,2025-10-28,PREMIUM
280,Erika Smith,sarah80@example.net,2026-06-21,PREMIUM
281,Troy Maldonado,kramermax@example.org,2026-03-22,VIP
282,Gregory Gomez,btanner@example.org,2024-09-26,REGULAR
283,Nathan Nichols,zhenderson@example.org,2024-08-25,VIP
284,Brian Golden,laurie89@example.com,2025-07-14,REGULAR
285,George Richardson,pateljennifer@example.org,2025-06-06,PREMIUM
286,Rhonda Cabrera,lwest@example.com,2024-10-05,PREMIUM
287,Stephen Curry,skinnerfaith@example.org,2025-08-02,VIP
288,Jesse Woods,ggray@example.net,2026-02-25,VIP
289,Jaclyn Huff,cassandra01@example.net,2025-10-19,PREMIUM
290,Dr. Melissa Stevens,muellertheresa@example.org,2025-03-07,PREMIUM
291,Joseph Wilson,erin68@example.net,2026-03-04,PREMIUM
292,Christina Casey,hunter40@example.org,2025-12-04,VIP
293,Jennifer Pham,maytimothy@example.net,2025-10-17,VIP
294,Jeffrey Mitchell,thomashutchinson@example.com,2025-09-28,PREMIUM
295,Robert Martinez,smithhailey@example.com,2025-12-04,VIP
296,Jay Avila,fosternichole@example.org,2026-06-03,PREMIUM
297,Mark Melton,caroljohnson@example.net,2026-01-11,VIP
298,Miranda Edwards,johnsonjacob@example.net,2025-10-25,VIP
299,Dr. Amy Clark,daniellesmall@example.net,2025-10-17,PREMIUM
300,Patrick Cole,richard58@example.org,2026-02-14,PREMIUM
301,John Wilson,ericadkins@example.org,2026-05-01,REGULAR
302,Jacqueline Martin,ibrown@example.org,2025-05-03,PREMIUM
303,Holly Walker,cainchristian@example.com,2026-05-13,PREMIUM
304,Sabrina Lowe,karinablair@example.net,2024-11-16,PREMIUM
305,David Zhang,ncook@example.net,2024-12-16,REGULAR
306,James Dominguez,dawn86@example.org,2024-12-12,VIP
307,Nicholas Hall,hernandezcrystal@example.org,2025-06-25,PREMIUM
308,Ariel Li,kimberly08@example.net,2026-02-07,REGULAR
309,Jesse Johnson,johnnyjackson@example.net,2026-01-11,VIP
310,Ryan Hernandez,wthomas@example.org,2025-06-23,REGULAR
311,Kathleen Hernandez,turnerbrandon@example.com,2025-03-17,REGULAR
312,Douglas Terrell,kathy04@example.com,2025-08-22,VIP
313,Megan Johnson,davidwilson@example.org,2025-10-19,REGULAR
314,Mrs. Laura Lane,gfischer@example.net,2026-05-14,REGULAR
315,William Brooks,michael04@example.com,2025-05-03,REGULAR
316,Jennifer Thompson,webbjessica@example.com,2025-06-23,PREMIUM
317,Larry Perez,robertparker@example.com,2025-04-01,REGULAR
318,Brian Larsen,terryevan@example.org,2025-10-20,VIP
319,Elizabeth Smith,hickmanjennifer@example.com,2026-02-10,REGULAR
320,Damon Armstrong,steve76@example.org,2026-05-13,REGULAR
321,Brenda Dunlap,gina14@example.com,2025-12-10,PREMIUM
322,Brenda Scott,gadkins@example.org,2026-03-06,PREMIUM
323,Charlene Miller,cgould@example.com,2025-11-15,VIP
324,Christopher Medina,qfrazier@example.com,2025-01-14,VIP
325,Joseph Diaz,williamsjennifer@example.com,2025-04-07,VIP
326,Jessica Walters,crawfordstephen@example.org,2025-08-01,VIP
327,Brent Ballard,ehickman@example.net,2025-12-15,VIP
328,Pamela Miller,jamesknight@example.com,2024-08-21,REGULAR
329,Sara Farley,benjamin84@example.com,2025-03-02,VIP
330,James Jones,kristen53@example.net,2025-12-09,PREMIUM
331,Jennifer White,kyleowen@example.net,2026-06-08,VIP
332,Jerry Wagner,jcarter@example.net,2026-04-14,VIP
333,Emily Bates,gwood@example.org,2025-10-14,REGULAR
334,Olivia Friedman,wendysimpson@example.net,2025-02-27,PREMIUM
335,Timothy Smith,goldenkeith@example.org,2026-03-24,PREMIUM
336,Sharon Richmond,luisparker@example.org,2026-05-11,PREMIUM
337,Christian Parker,antonio37@example.com,2026-04-03,PREMIUM
338,Julie Torres,wharris@example.org,2025-08-31,VIP
339,Joshua Hawkins,maxserrano@example.net,2025-09-13,PREMIUM
340,Ryan Young,daniel60@example.org,2024-08-09,VIP
341,Charles Miller,michellesullivan@example.net,2025-04-23,PREMIUM
342,Katherine Scott,vmueller@example.org,2025-06-05,VIP
343,Jennifer Soto,uwilson@example.com,2026-03-14,PREMIUM
344,Vernon Jones,jeremy05@example.org,2024-10-19,REGULAR
345,Amanda Daniels,shannon67@example.com,2026-02-04,PREMIUM
346,Justin Haynes,paul62@example.org,2026-03-30,PREMIUM
347,Robert Collier,davismichael@example.net,2026-04-04,VIP
348,Raymond Hall,brenda57@example.org,2025-02-25,REGULAR
349,Courtney Huber,rmorrison@example.com,2025-09-17,PREMIUM
350,Amanda Mcdonald,kristineleblanc@example.org,2025-03-23,REGULAR
351,Michael Rivera,richard86@example.com,2026-05-25,PREMIUM
352,Ryan Simmons,robertwatkins@example.net,2025-04-02,VIP
353,Gloria Wilkerson,mraymond@example.org,2025-01-09,PREMIUM
354,Jonathan Wilson,rodgerskrista@example.com,2025-08-08,VIP
355,Katherine Young,courtney35@example.net,2025-04-13,REGULAR
356,Heather Reyes,schwartzwendy@example.com,2026-02-05,PREMIUM
357,Melissa Miller,josephshannon@example.com,2025-09-10,REGULAR
358,Janice Griffin,james02@example.net,2025-09-26,VIP
359,Dr. Thomas Martinez,melvin90@example.com,2024-12-31,PREMIUM
360,Tamara Hunt,operez@example.net,2026-06-22,REGULAR
361,Fred Wilson,morganmorales@example.net,2024-11-09,PREMIUM
362,Derek Trujillo,daniellong@example.com,2025-09-08,PREMIUM
363,Daniel Copeland,timothy04@example.com,2025-09-24,PREMIUM
364,Corey Mitchell,ryanalice@example.com,2026-05-30,VIP
365,Antonio Mendez,michaelobrien@example.org,2024-10-28,VIP
366,Keith Pittman,vanderson@example.com,2024-11-11,PREMIUM
367,Raymond Frank,carrjoshua@example.org,2025-07-31,PREMIUM
368,Julie Morris,chelsea13@example.net,2026-07-06,REGULAR
369,Anthony Cohen,brucewagner@example.com,2025-04-16,REGULAR
370,Kevin Morgan,anthonywise@example.org,2025-02-07,VIP
371,Derek Rogers,winterstyler@example.org,2026-01-10,VIP
372,Cory Wright,fwallace@example.org,2025-08-16,REGULAR
373,Tammie Blankenship,chaveztracy@example.net,2024-10-28,PREMIUM
374,Lauren Davidson,jacksonmichael@example.net,2024-12-03,VIP
375,Hunter Black,hicksmark@example.com,2025-05-08,REGULAR
376,Janice Thomas,dustin20@example.org,2025-02-16,PREMIUM
377,Martin Fields,jeremycruz@example.com,2024-09-24,REGULAR
378,Nicole Marshall,marcuschapman@example.org,2024-12-07,VIP
379,Megan Holland,danieljimenez@example.org,2025-07-28,PREMIUM
380,Melissa Ayala,kevin67@example.net,2025-01-14,REGULAR
381,Jessica Hamilton,tbond@example.com,2025-10-13,VIP
382,Vicki Moore,danapayne@example.com,2025-10-16,VIP
383,Terry Case,tracey41@example.org,2025-10-18,PREMIUM
384,Susan Mayer,williamcruz@example.org,2024-12-15,REGULAR
385,Michael Gill,rsantiago@example.net,2024-12-15,PREMIUM
386,Miguel Patterson,walterleah@example.com,2026-03-18,PREMIUM
387,Mr. Robert Goodwin,johnroberts@example.com,2025-05-01,REGULAR
388,Leslie Sanchez,kenneth60@example.org,2026-02-13,PREMIUM
389,Jeffrey Hill,shermanjohn@example.net,2024-12-16,REGULAR
390,Scott James,sbarber@example.net,2025-06-22,REGULAR
391,Ricky Thompson,crodriguez@example.net,2025-12-20,VIP
392,Cynthia Barajas,elizabeth94@example.com,2026-05-13,REGULAR
393,Jordan Lamb,tanya29@example.net,2026-02-22,PREMIUM
394,Michael Martinez,rhouston@example.com,2026-03-01,REGULAR
395,Jordan Schwartz,jessica00@example.org,2025-04-14,PREMIUM
396,Victoria Hamilton,joyceallison@example.com,2024-11-18,VIP
397,Brandon Hoover,manuel61@example.com,2026-02-09,VIP
398,Patricia Ramirez,fcolon@example.net,2026-06-15,PREMIUM
399,Kathryn Mcbride,anthony50@example.com,2026-05-15,VIP
400,Jared Moses,santiagosarah@example.org,2025-02-02,PREMIUM
401,John Simmons,laura04@example.net,2025-11-18,REGULAR
402,Amber Owens,tiffany96@example.net,2024-09-16,VIP
403,Lindsay Alvarado,steven02@example.com,2024-11-25,REGULAR
404,Justin Bryant,rickybutler@example.com,2025-05-31,PREMIUM
405,Angela Koch,davisalan@example.org,2025-04-15,REGULAR
406,Carlos Price,uwallace@example.org,2025-11-08,VIP
407,Christopher Johnston,ashleyjones@example.net,2024-10-15,REGULAR
408,Rhonda Garcia,humphreyrobert@example.org,2026-03-07,VIP
409,Debra Ashley,stephen22@example.com,2025-01-01,PREMIUM
410,Kristin Smith,thomas47@example.net,2025-06-16,PREMIUM
411,Larry Shea,reynoldsmicheal@example.net,2024-09-09,VIP
412,Mr. Marvin Wilson DDS,christopher04@example.net,2024-08-17,REGULAR
413,Michael Ramos,tiffany01@example.net,2025-11-27,PREMIUM
414,Shane Lopez,danny74@example.org,2024-09-11,VIP
415,William Carter,kbrady@example.net,2026-04-08,REGULAR
416,Christopher Lee,bradleyjones@example.org,2025-11-20,VIP
417,Maria Harris,jfisher@example.com,2025-12-03,REGULAR
418,Shelby Lambert,erica77@example.org,2025-03-27,REGULAR
419,Connie Garza,dustincarter@example.org,2024-09-14,REGULAR
420,Crystal Grant,suttonjohnny@example.net,2025-09-05,VIP
421,Zachary Davidson,carrjason@example.com,2025-08-13,VIP
422,Monica Sanders,kellymegan@example.net,2025-01-18,PREMIUM
423,Christopher Hunter,xmiller@example.net,2025-04-15,VIP
424,Eugene Bryant,johnsonjason@example.com,2025-02-21,PREMIUM
